"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year"
"1144987","1168.015",10,2054.604,0,655.292,105.679,"N. shore of Lake Buffalo, T120N R26W Sw1/4 NE1/4 sec25","1980-08-10",45.175631,-93.890919,223,1980
"1144989","1172.027",10,0,0,1267.028,870.907,"Wright Co., Minnesota, west bank of Mississippi River, about 1/8mi S of State Higheway 101 crossing","1980-07-20",45.26184,-93.551135,202,1980
"1144965","1168.015",10,1865.42,0,635.405,741.634,"Wright Co., Minnesota, south bank of Mississippi River, 0.25mi E of Clearwater","1980-07-20",45.392852,-94.008484,202,1980
"MU-V-000195944","1163.688",10,467.854,0,1240.149,720.998,"Lucas Co., Ohio, Sylvania Twp, S of Ottawa R on SE side of US Rt. 23 exit ramp, near bridge over river, Se 1.4 Sect 10","1980-07-19",41.710853,-83.687509,201,1980
"MSC0238508","768.016",10,2112.587,0,348.505,138.755,"Litchfield Co., Connecticut, River Road along the Housatonic River, New Milford","1980-08-30",41.631787,-73.467037,243,1980
"OS0016025","1228.041",10,0,0,796.781,928.521,"BC, Surrey, Old McLellan Rd at No.10 Highway, 1mi west of Cloverdale, just east of the Serpentine River","1980-07-22",49.104643,-122.768724,204,1980
"OS0016024","1232.08",10,3041.352,0,1218.204,590.414,"BC, Surrey, Old McLellan Rd at No.10 Highway, 1mi west of Cloverdale, just east of the Serpentine River","1980-07-22",49.104643,-122.768724,204,1980
"OS151806","1278.189",10,1198.629,0,645.141,0,"38.49500 -82.57361 Lawrence Co., Fayette Twp, Ohio","1980-09-11",38.495,-82.57361,255,1980
"OS368339","1272.226",10,753.199,0,285.895,200.878,"40.41389 -81.19778, Ohio 151 near US 250, Monroe Twp","1980-08-28",40.41389,-81.19778,241,1980
"OS432086","1278.225",10,1401.209,0,221.047,468.125,"40.111051 -83.004352 railroad, Rt I270 and Wilson Rd, ODOT Garage, Sharon Twp, Franklin Co., Ohio","1980-07-27",40.111051,-83.004352,209,1980
"ILL00121796","883.014",10,280.695,0,311.222,220.561,"Pike Co., Pennsylvania, bank of Delaware River, Matamoras","1980-08-11",41.367008,-74.693137,224,1980
"ILL00121738","879.036",10,1550.283,0,312.025,264.967,"Fulton Co., Illinois, west shoulder of county road SW of Farmington","1980-07-27",40.688846,-90.024008,209,1980
"MICH-V-1355528","1166.084",10,0,0,782.903,388.506,"Antrim Co., beach at end of Tranverse Bay Rd, ","1980-07-26",45.076424,-85.366638,208,1980
"MICH-V-1433781","1168.027",10,1141.91,0,1075.954,798.731,"Norfolk Co., Ontario, Long Point, 2mi before junction of causeway and Hastings rd","1980-08-05",42.57796,-80.440872,218,1980
"UWL0000005","903.045",10,935.61,0,456.619,338.254,"43.31379 -91.05161","1980-09-01",43.31379,-91.05161,245,1980
"UWL0000033","903.009",10,258.608,0,418.064,80.505,"46.38162 -91.76888","1980-08-21",46.38162,-91.76888,234,1980
"UWL0000032","902.009",10,0,0,949.827,984.135,"46.69495 -91.99162","1980-07-11",46.69495,-91.99162,193,1980
"UWL0000026","904.009",10,525.406,0,410.382,485.104,"46.45769 -92.21350","1980-08-09",46.45769,-92.2135,222,1980
"UWL0000021","903",10,2600.089,0,1443.879,542.34,"45.77986 -91.95358","1980-07-25",45.77986,-91.95358,207,1980
"UWL0000016","904.002",10,1293.842,0,358.811,356.37,"43.27841 -91.04978","1980-09-01",43.27841,-91.04978,245,1980
"v0057044WIS","1178.061",10,646.699,0,1056.238,628.385,"Shawano CO., Wisconsin, see map, T25n R16E SEc11SW","1980-07-26",44.649469,-88.528988,208,1980
"v0305258WIS","895.009",10,620.855,0,695.945,765.926,"41.65131 -70.82783","1980-07-05",41.65131,-70.82783,187,1980
"WTU-V-022163","1248.006",10,1213.586,0,327.787,1770.523,"Ada County, Idaho, NE side of Boise River, near old Strawberry Glen Bridge","1980-08-14",43.6629434,-116.2848438,227,1980
"WSU_294805","828.002",10,972.34,0,719.7,492.554,"Ada County, Idaho, NE of Boise River near Old Strawberry Glen Bridge and airport","1980-08-14",43.6629434,-116.2848438,227,1980
"RMBC_106375","1257",10,3189.863,0,0,0,"Kings Pond, Ascot Dr, Saanich","1980-10-04",48.467184,-123.456294,278,1980
"RMBC_107496","1254.026",10,2956.802,0,1015.904,1074.01,"Ganges, Saltspring Is.","1980-07-29",48.854081,-123.499812,211,1980
"IND-0075827","1498.162",10,0,0,918.628,926.342,"Morgan Co., Indiana, North Lincoln Street, Martinsville","1980-07-05",39.436138,-86.418828,187,1980
"3008931","480.004",10,1048.318,0,311.52,302.045,"Jefferson Co., 425 Foster St., Fort Atkinson","1980-07-20",42.922656,-88.834529,202,1980
"465766067","146.5",5,0,0,426.66,50,NA,NA,45.43,-63.33,219,1980
"919021073","612.07",5,0,0,1508.13,963.76,NA,NA,44,-72.4,190,1980
"931070192","432.02",5,385.85,0,1145.71,277.85,NA,NA,45.42,-75.7,236,1980
"931070390","432",5,4570.14,0,0,0,NA,NA,43.27,-80.06,276,1980
"931092763","433.34",5,0,0,488.77,396.68,NA,NA,43.38,-72.24,232,1980
"931096189","432",5,327.63,0,1391.14,171.09,NA,NA,49.9,-97.14,201,1980
"941139","628",5,2665.637,0,1597.316,1511.911,NA,NA,43.478767,-116.24203,231,1980
"1772805","623.003",5,0,0,1286.61,503.883,NA,NA,47.326042,-115.022914,231,1980
"2011491","622.003",5,0,0,955.848,347.223,NA,NA,47.575193,-116.412674,232,1980
"2011732","621.003",5,839.871,0,2057.588,703.817,NA,NA,43.478767,-116.24203,231,1980
"NHA-706839","1608.011",10,3564.075,0,1599.067,646.422,"New Hampshire: Grafton: Connecticut River","1980-08-13",43.63525,-72.2531,226,1980
"NHA-706858","1600.08",10,2159.337,0,1458.09,584.967,"New Hampshire: Sullivan","1980-07-16",43.24677,-72.39408,198,1980
"UVMVT126354","1232",10,3315.283,0,1361.673,464.293,"Conn: New London County: Stonington","1980-08-14",41.3683,-71.90669,227,1980
"NYBG-00366317","1218.831",10,3584.189,0,860.001,423.379,"Conn: New London: Stonington, dump area behind VFW building, S side Rte 1 near Latimer's Point","1980-08-14",41.336266,-71.951459,227,1980
"NYBG-00366339","1220.003",10,0,0,1607.291,0,"Idaho: Canyon County: Middleton","1980-08-28",43.710228,-116.612623,241,1980
"NYBG-00366341","1228.83",10,0,0,2170.029,479.244,"Wyoming: Laramie: Cheyenne","1980-08-06",41.154686,-104.825094,219,1980
"NYBG-00366344","1218.81",10,2751.6,0,1831.003,1328.819,"Idaho: Ada County: Boise","1980-08-14",43.606687,-116.217429,227,1980
"UWSP079661_lg","1",1,0,0,597.39,254.212,"Wisconsin: Milwaukee","1980-06-26",42.8494856,-87.84485275,178,1980
"UWSP078175_lg","1",1,699.23,0,848.23,758.149,"Wisconsin: Clark: CTH O","1980-07-12",44.78874641,-90.66432703,194,1980
"ILLS00071262","884.009",10,3632.61,0,0,0,"""Oak Grove Site"", SE of corner of Tri-State Tollway and Buckley Road, between CMSP railroad track and Tollway, Lake County, Illinois","1981-08-13",42.308841,-87.903341,225,1981
"1144991","1169.027",10,0,0,1131.5,1064.082,"Wright Co., Minnesota, southwest arm of Pelican Lake, about 5mi NE of Buffalo, T120N, R25W section 12, NW1/4 SE1/4","1981-07-19",45.207548,-93.783904,200,1981
"1144972","1170.094",10,454.606,0,493.601,746.403,"Dakota Co., Minnesota, 1mi S of Black Dog Lake in Minnesota Valley","1981-07-20",44.791981,-93.264156,201,1981
"MUHW014206","1384.023",10,1858.914,0,332.856,442.126,"Jackson Co., along I77, 1.8mi S of Kenna exit","1981-08-15",38.621677,-81.652234,227,1981
"MU-V-000195943","1160.689",10,0,0,647.829,1518.321,"edge of pond, marl quarry N of Castalia, Margaretta Twp.","1981-06-26",41.391093,-82.81881,177,1981
"MU-V-000195885","1164.496",10,324.321,0,647.002,768.219,"Hamilton Co., Ohio, Richardson Forest Preserve","1981-07-04",39.305172,-84.606867,185,1981
"MU-V-000195886","1164.44",10,2530.336,0,375.302,593.322,"Butler Co., Ohio, along Rt 4 0.5mi S of junction 73","1981-07-18",39.470509,-84.420002,199,1981
"MU-V-000195939","1162.558",10,0,0,964.065,691.705,"Butler Co., Ohio, 4 Mile Creek just N Rt.73","1981-07-16",39.483915,-84.442569,197,1981
"0036850MOR","1216",10,0,0,515.312,800.763,"Indiana, Porter, Indiana Dunes National Lakeshore, north edge of Long Lake. In ca. 2 dm water at edge of lake with sandy bottom.","1981-07-02",41.612448,-87.216935,183,1981
"OS154377","1274.265",10,2186.627,0,605.849,417.182,"41.40806 -83.46417 Freedom Twp, Wood Co., Ohio","1981-08-06",41.40806,-83.46417,218,1981
"OS157617","1276.157",10,114.041,0,1265.028,655.002,"38.59083 -82.28306 Crown City, Guyan Twp, Gallia Co., Ohio","1981-08-26",38.59083,-82.28306,238,1981
"MICH-V-1433782","1166.043",10,835.812,0,0,0,"Algoma District, Lake Goerge, Ontario, E side of marsh in large Bay in concession IV, Liard Twp, 6.5mi SSW of Echo Bay","1981-08-31",46.397448,-84.116416,243,1981
"v0047837WIS","1182.083",10,410.964,0,511.613,98.27,"Oconto Co., Wisconsin, shore of Green Bay at Baysore Park, Little River Tn, see map T29N R22E sec 24","1981-08-11",44.945262,-87.825466,223,1981
"UWM0012386","613.029",10,2285.256,0,66.219,106.813,"Cook Co., Northbrook, Illinois, Tower A-20, junction Milw Road and CNW tracks, near pond","1981-08-20",42.072113,-87.869498,232,1981
"RMBC_126435","1254.004",10,0,0,575.779,407.102,"Somass Delta, Pt.Alberni","1981-07-18",49.25558,-124.817874,199,1981
"RMBC_143528","1254.004",10,0,0,566.179,414.966,"Somass Delta, Pt.Alberni","1981-07-18",49.25558,-124.817874,199,1981
"3008930","478.004",10,0,0,386.104,814.692,"Jefferson Co., 425 Foster St., Fort Atkinson","1981-06-13",42.922656,-88.834529,164,1981
"IND-0075821","1498.085",10,1498.085,0,2483.931,1023.648,"Brown Co., Indiana, Yellowwood Park","1981-07-28",39.183986,-86.339771,209,1981
"931082037","434.68",5,3028.47,0,0,0,NA,NA,43.27,-80.06,268,1981
"931082146","433.33",5,89.38,0,452.7,289.03,NA,NA,43.27,-80.06,220,1981
"931082157","432",5,895.23,0,486.1,454.39,NA,NA,43.27,-80.06,211,1981
"931082886","433.33",5,1635.09,0,455.19,104.69,NA,NA,43.27,-80.06,231,1981
"CONN00152826","2367.002",10,4290.694,0,1690.245,774.424,"Pennsylvania: Northampton County: Easton: West bank of Delaware River","1981-09-14",40.688333,-75.220833,257,1981
"CONN00145403","2350.214",10,4912.322,0,1642.986,946.64,"Conn: Litchfield County: New Milford, Gaylordsville: Housatonic River","1981-08-27",41.646944,-73.483333,239,1981
"conn00132247","2360.405",10,6096.551,0,1599.023,362.414,"Conn: Middlesex County: Middletown: Mattabesset River","1981-08-26",41.573056,-72.651389,238,1981
"TENN-V-0155040","1324.218",10,989.211,0,374.298,455.298,"Tenn: Unicoi: Nolichucky River at Erwin near Indian Creek","1981-07-16",36.174244,-82.352754,197,1981
"UWSP084647_lg","1",1,873.192,0,585.23,133.592,"Wisconsin: Waupaca: E shore of Mirror Lake","1981-09-12",44.35207844,-89.09270715,255,1981
"GMUF-0028715","1394.052",10,3481.326,0,650.095,245.177,"upstream from Walter Reed Dr. on Four Mile Run, Arlington County, Virginia","1982-08-28",38.847271,-77.099557,240,1982
"1144973","1172.015",10,0,0,674.191,464.022,"Pop Co., Minnesota, Ordway Prairie, T123N R36W N1/2 and N1/2Se1/4 of Sect 30","1982-08-09",45.434851,-95.22443,221,1982
"KHD00046074","1116.016",10,0,0,549.58,619.424,"42.38747 -71.01650, Suffolk, Massachusetts","1982-09-19",42.38747,-71.0165,262,1982
"MSC0147389","1178.109",10,0,0,614.913,494.659,"Kalamazoo Co., Michigan, Custer Reserve Force Training Sight, ","1982-07-14",42.334275,-85.300301,195,1982
"0036851MOR","1218",10,1369.218,0,732.307,715.833,"Indiana, Porter, On the N edge of Long Lake, in interdunal pond region, in 5-10 cm of water.","1982-08-20",41.617613,-87.210455,232,1982
"OS192273","1274.19",10,0,0,904.895,1052.841,"39.88139 -82.79750, Pcikerington Marsh, Ohio, Franklin CO","1982-07-10",39.88139,-82.7975,191,1982
"OS414296","1278.264",10,0,0,857.373,651.269,"41.41750 -82.83139 Resthaven Wildlife Area, Ohio","1982-07-15",41.4175,-82.83139,196,1982
"OS165112","1276.19",10,1257.191,0,1292.524,966.906,"41.44778 -83.95389 ","1982-06-29",41.44778,-83.95389,180,1982
"UWL0000004","900.036",10,2779.03,0,290.695,299.437,"43.27014 -91.03190","1982-08-07",43.27014,-91.0319,219,1982
"UWL0000003","902.045",10,1813.882,0,427.543,470.447,"43.27014 -91.03190","1982-08-07",43.27014,-91.0319,219,1982
"UWL0000054","901.001",10,0,0,2021.055,961.02,"44.03734 -91.65073","1982-07-04",44.03734,-91.65073,185,1982
"v0047815WIS","1172.043",10,269.066,0,72.099,509.294,"Langlade County, Wisconsin, Sawyer Lake","1982-08-13",45.243418,-88.755268,225,1982
"v0257855WIS","1174.061",10,0,0,368.158,595.613,"Bayfield Co., Wisconsin, border of Lake Superior, off Hwy 2, W. of Ashland","1982-07-17",46.583503,-90.925613,198,1982
"v0047827WIS","1182.042",10,0,0,1657.78,595.515,"Marinette Co., Wisconsin, T30N R23E Sec 25, see map","1982-08-07",45.03444,-87.663729,219,1982
"v0047833WIS","1178.042",10,344.934,0,581.749,882.168,"Marquette Co., Wisconsin, Fox River, between Co. Hwy. O Bridge and S end of Buffalo, Lake, 4mi SE of Endeavor, see map","1982-08-21",43.672552,-89.394104,233,1982
"IND-0075826","1500.108",10,2400.137,0,1616.199,1481.417,"Monroe Co., Indiana, S shore Dr of Lake Lemon","1982-07-06",39.252058,-86.393351,187,1982
"3009087","478.009",10,581.35,0,263.749,221.264,"Dauphin Co., Pennsylvania, Lower Paxton Township, Devonshire Heights Road and Deaven Road, 8mi E of Harrisbury","1982-07-20",40.305372,-76.788208,201,1982
"IND-0075896","1497.075",10,5353.343,0,447.049,296.864,"Branch Co., Michigan, Highway 69 between mile markers 16 and 17","1982-08-20",41.969902,-84.976519,232,1982
"MT00019754","1232.002",10,4451.824,0,738.656,0,"45.515518 -73.748946","1982-08-28",45.515518,-73.748946,240,1982
"1960009","620.007",5,2014.918,0,464.362,594.226,NA,NA,48.310204,-116.513526,231,1982
"2171481","624.029",5,0,0,2540.257,1025.812,NA,NA,47.671374,-114.133924,231,1982
"2315170","612.04",5,537.803,0,1293.457,387.81,NA,NA,45.546962,-123.138602,200,1982
"2315171","611.013",5,0,0,897.535,929.316,NA,NA,45.546962,-123.138602,200,1982
"2315172","610.052",5,520.015,0,908.145,604.366,NA,NA,45.546962,-123.138602,200,1982
"2315173","611.04",5,0,0,2362.144,410.112,NA,NA,45.546962,-123.138602,200,1982
"2315174","611.04",5,0,0,1738.12,499.231,NA,NA,45.546962,-123.138602,200,1982
"2315175","610.02",5,0,0,1197.782,344.843,NA,NA,45.546962,-123.138602,200,1982
"2366453","599.008",5,910.64,866.976,821.464,576.502,NA,NA,42.334535,-122.764658,231,1982
"CONN00138926","2332.123",10,1295.951,0,0,0,"","1982-09-24",41.520278,-73.996944,267,1982
"NHA-706847","1611.011",10,640.363,0,1967.298,556.122,"New Hampshire: Rockingham: Seabrook Dunes","1982-08-03",42.88702,-70.86077,215,1982
"NHA-706850","1604.011",10,697.695,0,588.287,830.244,"New Hampshire: Rockingham: Eel Pond","1982-07-08",43.01408,-70.76224,189,1982
"NHA-726671","1611.001",10,0,0,887.587,990.061,"New Hampshire: Merrimack","1982-07-31",43.4518,-71.91815,212,1982
"NHA-726673","1608.02",10,0,0,1528.384,556.253,"New Hampshire: Merrimack","1982-07-13",43.34002,-71.92968,194,1982
"BART-00970","1412.023",10,1473.013,0,1227.577,809.944,"Conn: Fairfield: Scalzi Park","1982-07-30",41.1005,-73.55422,211,1982
"CCSU-05451","1412.099",10,0,0,868.287,454.122,"Mass: Provincetown","1982-08-13",42.056,-70.19408,225,1982
"CCSU-05469","1408.142",10,2174.288,0,0,0,"Conn: Rocky Hill: Carillon Apts","1982-09-28",41.65711,-72.66329,271,1982
"CCSU-05470","1412.376",10,1315.333,0,0,0,"Conn: Rocky Hill: Carillon Apts","1982-09-29",41.65711,-72.66329,272,1982
"CCSU-05471","1410.08",10,3184.298,0,0,0,"Conn: Rocky Hill: Rocky Hill Ferry","1982-10-10",41.65711,-72.66329,283,1982
"COLO00446518","453.04",10,545.55,0,493.723,126.615,"Colorado, Mesa, 1.5 miles W of Fruita, along irrigation ditch between Hwy. 6 and adjacent field","1982-08-21",39.182811,-108.790798,233,1982
"MICH-V-1433787","1171.007",10,2284.196,0,1491.409,273.543,"Wiarton, Bruce Peninsula, Ontario","1982-07-20",44.744563,-81.137771,201,1982
"HCHM07004","1000.008",10,634.653,0,188.733,188.17,"Michigan, Ingham Co., T2N R1W Sec 24, weed in Field","1983-10-10",42.549582,-84.372825,283,1983
"ILLS00071284","1168.007",10,2654.632,742.66,0,0,"Orange County, New York, intersection of I84 and I87 at Newburgh, NY","1983-08-13",41.515661,-74.072913,225,1983
"1144964","1168.043",10,1939.816,0,1073.194,857.766,"Mower County, Minnesota, about 3miles NE of Lyle in roadside ditch, NW1/4 NE1/4 sec29, T101N R17W","1983-07-27",43.529596,-92.90061,208,1983
"MU-V-000195936","1162.688",10,1766.824,1442.484,0,0,"intersection of I84 and I87 at Newburgh NY, Orange Co, New York","1983-08-13",41.513326,-74.076465,225,1983
"OS164166","1274.226",10,2072.91,0,0,0,"40.09583 -80.72444 Belmont Co., Ohio","1983-08-17",40.09583,-80.72444,229,1983
"OS368322","1274.265",10,2897.619,0,0,0,"41.38194 -82.21861 Lorain Co., Ohio","1983-10-24",41.38194,-82.21861,297,1983
"CHRB0001054","1148.028",10,625.206,0,698.403,870.381,"40.42400 -74.47682","1983-08-18",40.424,-74.47682,230,1983
"CHRB0001085","1142.063",10,0,0,1726.766,624.013,"40.17417 -74.72163","1983-05-04",40.17417,-74.72163,124,1983
"UWL0000056","900.001",10,612.82,0,0,0,"Bay Co., Michigan, Nayamquinq Point, Saginaw Bay,","1983-08-22",43.651562,-83.841914,234,1983
"v0047823WIS","1174.061",10,3552.63,0,0,0,"W side of Big Rib River, bridge at Co. Hwy. A in Athens, 17mi wnw of Wausau, Marathon Co., Wisconsin","1983-09-20",45.047646,-89.955702,263,1983
"v0047778WIS","1178.083",10,1040.352,0,534.052,642.127,"Dane Co., Wisconsin, 4mi N of Mazomanie, T9N R6E, sec 20, bank of Wisconsin River","1983-07-30",43.226889,-89.796779,211,1983
"v0047844WIS","1176.083",10,0,0,862.28,960.148,"Rock Co., Wisconsin, Spring brrok bank, NE corner of Palmer Dr and Sharon Rd. Janesville, La Prairie Twp","1983-08-07",42.671829,-89.00137,219,1983
"v0047845WIS","1176.083",10,2040.661,0,1071.987,862.271,"Rock Co., WIsconsin, Spring brrok bank, NE corner of Palmer Dr and Sharon Rd. Janesville, La Prairie Twp","1983-08-07",42.671829,-89.00137,219,1983
"OSU_162551","1230.004",10,3824.759,0,909.011,275.462,"49*32'N 119*37'W","1983-08-04",49.5333333,-119.6166667,216,1983
"OSU_201667","1227.004",10,1875.719,0,581.408,365.755,"Salem Oregon, I-5 and Hwy 22","1983-07-25",44.917171,-122.98756,206,1983
"MT00021450","1230",10,0,0,1301.656,643.741,"45.5 -73.6","1983-07-07",45.5,-73.6,188,1983
"3008932","478.004",10,1670.387,0,190.192,347.614,"Dane Co., Wisconsin, 4mi N of Mazomanie, T9N R6E sec20, Misconsin River","1983-07-30",43.236143,-89.802951,211,1983
"931081707","433.33",5,383.22,0,524.18,265.61,NA,NA,39.66,-75.57,249,1983
"CONN00158915","2348.085",10,1018.576,0,1283.576,1668.465,"Conn: Middlesex County: East Haddam: Chapman's Pond","1983-07-19",41.438611,-72.444722,200,1983
"CONN00183661","2352",10,0,0,3467.355,1319.402,"Mass: Berkshire County: Stockbridge","1983-08-07",42.335278,-73.318611,219,1983
"TENN-V-0155053","1324.188",10,0,0,899.019,1063.182,"Tenn: Marion: Hogjaw Creek, Nickajack Reservoir","1983-07-17",35.003668,-85.622041,198,1983
"NYBG-00365772","1216",10,710.099,0,615.122,573.109,"Wisconsin: Dane: Mazomanie","1983-07-30",43.178331,-89.794924,211,1983
"NYBG-00366312","1224.233",10,0,0,1639.003,712.229,"Kentucky: Lewis: Vanceburg","1983-08-12",38.598853,-83.322633,224,1983
"UWSP091854_lg","1",1,691.238,0,0,0,"Wisconsin: Wood","1983-08-28",44.40194442,-89.8360898,240,1983
"UWSP089410_lg","1",1,0,0,689.908,580.28,"Wisconsin: Dodge: Theresa Marsh","1983-08-02",43.51224,-88.40727,214,1983
"MUHW014208","1390.013",10,1859.25,0,655.693,284.779,"Cabell, West Virginia, State Rt.2 2mi. N of Guyandotte, Ohio River","1984-08-08",38.437084,-82.387374,221,1984
"MUHW034952","1370.072",10,990.632,0,491.039,249.93,"Williams Co., Ohio, 2km W SR 15, 1km N. off 20 Alt","1984-08-23",41.664613,-84.555241,236,1984
"MU-V-000195903","1162.558",10,447.52,0,0,407.243,"Erie Co, New York, logging roads south of Ellicott Creek, 0.4mi E of N end of Meadow Drive, Alden, N of sewer main right-of-way","1984-08-22",42.907115,-78.506202,235,1984
"MU-V-000195902","1163.527",10,855.343,0,299.787,375.016,"Erie Co., New York, sout of Ellicott Creak and north of sewer main right-of-way, 0.4mi E of north end of Meadow Drive, Alden","1984-08-22",42.908097,-78.507273,235,1984
"MSC0147373","1176.015",10,2729.284,0,501.355,676.919,"Bay Co., Michigan, Euclid at State Park Rd","1984-08-11",43.66771,-83.911821,224,1984
"MSC0147378","1176.491",10,1210.986,0,671.272,545.586,"Eaton Co., Michigan, Windsor Twp, N bank of Grand River in a small park area 5om W of Bridge St, at the Grand River bridge, Dimondale","1984-08-03",42.646235,-84.652918,216,1984
"MSC0147379","1176.206",10,1427.441,0,570.746,480.037,"Clinton Co., Michigan, Bath Twp, Rose Lake nature trail","1984-08-02",42.793786,-84.390438,215,1984
"MSC0087993","1176.287",10,516.469,0,975.865,727.737,"Ingham Co., East Lansing, north of Lake Lansing","1984-07-15",42.769681,-84.40486,197,1984
"0036995MOR","1216",10,1334.943,0,0,42.802,"Illinois, Cook, At the southeast edge of Elgin, south of Bluff City Cemetery, in the area around the fen.","1984-08-03",42.01511,-88.254053,216,1984
"0036996MOR","1220.002",10,0,0,905.21,312.121,"Bluff City Fen, SE corner of Elgin, south of Bluff City Cemetery, Hanover Township, Cook County","1984-08-03",42.01511,-88.254053,216,1984
"BHO-V-0001938","1216.026",10,637.72,0,621.564,434.466,"Rte 132, S of Mount Joli, Rmouski Compte, Quebec, Canada","1984-07-06",48.614474,-68.222614,188,1984
"BHO-V-0001941","1214.026",10,1427.603,0,281.205,1052.479,"Glengarry Co., Ontario, Kettlehole, east of Rte 2 /401 Jct","1984-07-07",45.046867,-74.757542,189,1984
"ILL00121786","884.009",10,263.789,0,217.799,302.737,"Erie CO., New York, along logging roads S of Ellicott Creek and north of sewer main right of way 0.4mi E of north end of Meadow Drive, Alden","1984-08-22",42.907094,-78.507345,235,1984
"MICH-V-1355542","1171.109",10,685.774,0,854.538,497.552,"Alpena Co., Michigan, W side of US 23 N about 200 ft N of intersection with French Rd, Alpena Twp","1984-08-12",45.088651,-83.458786,225,1984
"MICH-V-1355541","1166.11",10,0,0,902.78,1158.356,"Houghton Co., Michigan, Lenawee C ten E of Raisin Center Hwy, s of golf course, Raisin Twp, R4E T6S S10","1984-07-10",41.950829,-83.944707,192,1984
"MICH-V-1355565","1168.084",10,0,0,1174.67,727.991,"Benzie Co., Michigan, east side of M22 about 0.5mi N of Aral Rd","1984-07-27",44.777353,-86.048332,209,1984
"MICH-V-1433783","1168.015",10,604.163,0,1183.902,474.868,"Campbell Co., Kentucky, New Rhichmond Quad, shore of Ohio River, S of mouth of Twelvemile Creek, ST. Rt. 8 0.5mi S, Oneonta","1984-07-31",38.969629,-84.301605,213,1984
"UWL0000039","901.001",10,716.756,0,814.5,354.468,"43.89078 -91.26018","1984-07-12",43.89078,-91.26018,194,1984
"UWL0000040","904.001",10,1113.076,0,807.443,508.272,"43.93377 -91.34070","1984-07-24",43.93377,-91.3407,206,1984
"UWL0000047","904",10,309.143,0,771.099,117,"Duck Lake, Ingleside, Illinois, near junction of Hwy 12 and 59","1984-07-23",42.379774,-88.161157,205,1984
"v0057046WIS","1178.042",10,0,0,445.871,420.408,"Sheboygan Co., Wisconsin, Hwy V outside Terry Andrae State Park, T14N R23E Sec 15","1984-07-29",43.672949,-87.720082,211,1984
"v0204144WIS","895.036",10,380.199,0,452.712,334.796,"39.45416 -121.60502","1984-08-19",39.45416,-121.60502,232,1984
"WSU_380579","842.152",10,1194.758,0,0,0,"Pike County, along Delaware River at Mata moras, Pennsylvania","1984-09-22",41.362912,-74.692773,266,1984
"MT00010751","1232.006",10,1232.006,0,942.112,763.762,"45.128611 -74.305","1984-06-28",45.128611,-74.305,180,1984
"3008934","478.004",10,144.034,0,102.143,66.408,"Steuben Co., Indiana, Jamestown Twp, sect 3, 0.1 mi SW jct of Binkley and Nevade Mills Rds","1984-07-21",41.7267,-85.0786,203,1984
"MT00007135","1230.007",10,289.883,0,684.501,482.249,"45.141687 -74.349204","1984-07-26",45.141687,-74.349204,208,1984
"465875556","148.05",5,0,0,426.55,153.76,NA,NA,46.15,-60.6,202,1984
"465875557","146.67",5,0,0,424.88,184.09,NA,NA,46.13488,-59.873289,237,1984
"CONN00149117","2360",10,1013.806,0,1427.663,1434.784,"Litchfield County: Canaan, Conn.","1984-07-29",41.961667,-73.308333,211,1984
"CONN00003859","2364.565",10,1782.232,0,1456.122,626.976,"Vermont: Windham County: Putney","1984-07-22",42.991389,-72.53,204,1984
"CONN00004305","2352.054",10,0,0,2074.801,1466.359,"Conn: New London County: Montville","1984-07-13",41.463889,-72.156111,195,1984
"NHA-726672","1604.011",10,1302.254,0,1331.887,823.487,"New Hampshire: Merrimack","1984-07-18",43.17365,-71.82238,200,1984
"NHA-697063","1176.099",10,902.06,0,590.283,410.229,"New Hampshire: Merrimack","1984-07-18",43.17365,-71.82238,200,1984
"WCSU-02603","1424.001",10,2152.983,0,982.193,321.489,"Mass: Middlesex: Chelmsford","1984-08-16",42.60247,-71.36091,229,1984
"WCSU-02611","1416.398",10,758.298,0,615.299,0,"Mass: Chelmford","1984-08-16",42.60247,-71.36091,229,1984
"WCSU-02614","1416.203",10,1347.293,0,695.222,196.099,"Mass: Chelmsford","1984-08-16",42.60247,-71.36091,229,1984
"TENN-V-0155177","1328.389",10,0,0,2187.304,905.002,"Mass: Middlesex: Dark Hollow Pond","1984-07-23",42.458103,-71.103837,205,1984
"TENN-V-0155195","1320.193",10,0,0,1426.398,877.97,"Mass: Middlesex: Dark Hollow Pond","1984-07-23",42.458103,-71.103837,205,1984
"NYBG-00366307","1222.059",10,0,0,849.991,214.001,"California: Buttle: Oroville","1984-08-19",39.504628,-121.576371,232,1984
"UWSP093132_lg","1",1,0,0,716.443,307.788,"Wisconsin: Wood: Wisconsin Rapids","1984-07-22",44.38358,-89.81735,204,1984
"UWSP094433_lg","1",1,1256.237,0,758.992,144.993,"Wisconsin: Manitowoc, 45th St East Twin River Tannery Bridge, Two Rivers","1984-09-01",44.17561,-87.57807,245,1984
"UWSP099045_lg","1",1,0,0,994.334,337.498,"Wisconsin: Portage: on Wisconsin River, T24N R07E sec12","1984-07-29",44.57697096,-89.61768244,211,1984
"UWSP093257_lg","1",1,1232.233,0,200.36,0,"Wisconsin: Wood: below dam on Wisconsin River south of CTH C","1984-08-15",44.43624972,-89.78455951,228,1984
