"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns"
"MT00043535",1234.015,10,1449.609,0,255.636,103.247,"45.48 -75.95","1962-07-12",45.48,-78.95,193,1962,155,63,1162.38078234798,519.595156739382,7.54792715810376,13.5625935600362,-0.0796652340320032,-0.562214181771611,20
"MT00043536",1228.007,10,0,0,975.545,454.971,"46.67 -71.78","1962-07-23",46.67,-71.78,204,1962,153,75,1163.06923267351,591.762351734876,7.70244524949346,12.9181999663473,-0.248880845577028,-0.515837422623109,20
"IND-0075829",1497.048,10,3700.088,0,478.739,622.016,"Whitley-Noble Co., Indiana, &mi N of Columbia City, Crooked Lake","1962-07-29",41.262198,-85.474711,210,1962,186,100,2136.39879431871,1227.06116988126,11.4860150232189,17.3559675274948,-0.605695443273559,-0.382375320599611,20
"MT00043537",1232.006,10,0,0,691.711,507.068,"46.510820 -70.939205","1962-08-05",46.510822,-70.939205,217,1962,148,83,1049.78150038896,651.963119253442,7.19028424923945,13.936970719723,-0.0607492922145463,-0.914365981321719,20
"465766061",148,5,864.26,0,0,27.66,NA,NA,44.7,-65.65,238,1962,153,104,936.488609689216,707.604742693513,6.12084058620402,9.0532354951538,-0.101548668290764,-0.671237628716839,18
"918950496",154.51,5,0,0,176.18,151.09,NA,NA,45.9,-77.28,200,1962,155,70,1277.62810968655,634.420859997692,8.40544809004306,15.4715046401998,0.00156879876889317,-0.441300274540358,13
"919022370",615.12,5,1968.89,0,0,0,NA,NA,42.86,-71.63,275,1962,159,147,1475.00457960229,1420.41180236791,9.27675836227853,16.0291619041719,-0.3794044867798,-0.714398031508404,20
"919027513",609.07,5,0,0,1163.52,389.03,NA,NA,43.38,-72.24,227,1962,155,96,1308.75594106239,918.9072405005,8.55396039910059,13.8302621451956,-0.297393683714442,-0.917372778761703,20
"941142",628.003,5,0,0,2156.199,1079.241,NA,NA,47.508263,-115.867938,201,1962,132,62,801.736957055904,312.01036291397,6.07376482618109,12.6178993491297,0.161375348101565,-0.75469753781894,20
"2315169",611.013,5,0,0,1808.94,701.644,NA,NA,45.546962,-123.138602,200,1962,228,113,1580.74817585302,617.696694221147,6.93310603444305,15.7818488984335,0.158026418789287,-0.87731891681721,20
"UVMVT084346",1228,10,0,0,903.282,120.893,"Vermont: Chittenden County: Shelburne: along shore of Shelburne Bay","1962-08-31",44.399887,-73.233776,243,1962,170,128,1321.2760326502,1120.76952976061,7.81820137662837,17.3339470517583,-0.232481719070618,-0.93136369871412,20
"v0056084WIS",1178.042,10,882.38,0,548.409,0,"Waupaca Co., Wisconsin, just S of Scandinavia on Hwy 49","1963-07-28",44.453096,-89.14445,209,1963,157,66,1608.37496071642,800.847637935584,10.2444265013785,16.8858168385703,-0.229364951264491,-0.600458116694963,20
"MT00043538",1230.007,10,0,0,2253.974,963.04,"45.460203 -73.548712","1963-06-27",45.460203,-73.548712,178,1963,139,47,1352.23505311194,413.34901551815,9.72830973461824,21.6344172197524,0.152073017482595,-0.419741149873594,20
"MT00110401",1234.002,10,881.997,0,205.6,276.622,"45.3333333 -73.95","1963-08-20",45.33333,-73.95,232,1963,139,101,1302.40805875155,1062.62384684595,9.3698421492917,21.6091060103423,0.187794123444072,-0.456015788134231,20
"MT00043539",1232,10,155.641,0,0,0,"45.460203 -73.548712","1963-08-22",45.460203,-73.548712,234,1963,139,103,1352.23505311194,1122.54413632534,9.72830973461824,21.6344172197524,0.152073017482595,-0.419741149873594,20
"918950471",155.01,5,0,0,697.13,96.17,NA,NA,49.194272,-119.543581,190,1963,185,84,1857.3296111908,715.55271762661,10.0396195199503,18.9741323617708,-0.403098805672311,-0.723008514418558,20
"918950494",155.53,5,394.93,0,261.2,142.9,NA,NA,46.77,-71.27,207,1963,123,75,997.070254676478,647.881934625017,8.1062622331421,15.9396639141209,0.539658442167998,-0.179643962845252,20
"919009161",612.12,5,0,0,983.3,283.75,NA,NA,42.99,-71.05,248,1963,183,130,1646.99619408594,1333.69173836785,8.99997920265542,21.9240614611003,0.0698954713914217,-0.490433155368291,20
"919025895",612.03,5,0,0,1261.07,301.52,NA,NA,43.41,-70.67,210,1963,124,78,1309.72493246183,855.744710696041,10.5622978424341,15.2291583223262,0.178431492307421,-0.333882811426562,20
"919027787",615.07,5,3587.59,0,0,0,NA,NA,41.38,-70.65,203,1963,183,84,1668.31163039651,753.353772316314,9.11645699670225,18.526066865124,0.0204300844755552,-0.716381894488693,20
"CONN00003875",2352.031,10,547.708,0,877.25,311.333,"Watch Hill, Rhode Island","1963-08-15",41.314167,-71.846667,227,1963,169,95,1602.17765514683,1033.90895741161,9.480341154715,17.6377224047919,-0.0819720077380285,-0.562414098392487,20
"CONN00003881",2349.123,10,2041.839,0,3318.983,1143.283,"Mass: Dukes County: Martha's Vineyard","1963-06-22",41.316667,-70.8785,173,1963,170,41,1684.12017054507,323.212315414795,9.90658923850041,18.0262459195605,-0.000523747993063716,-0.589483583042044,20
"NYBG-00365713",1224.388,10,1169.002,0,1889.121,741.039,"Mass: Dukes: Squibnocket Pond: Martha's Vineyard","1963-07-22",41.316667,-70.8785,203,1963,170,71,1684.12017054507,741.425694022513,9.90658923850041,18.0262459195605,-0.000523747993063716,-0.589483583042044,20
"NYBG-00366275",1216.238,10,0,0,1713.239,255.481,"NY: Westchester: Ardsley","1963-08-15",41.0216,-73.844965,227,1963,201,126,1857.97758313389,1257.38985783378,9.2436695678303,25.2987254122009,0.0171516833968375,-0.742817400829654,20
"MSC0147216",1178.244,10,1161.453,0,1083.025,931.771,"Indian Lake near Lake Orion, Michigan","1964-07-05",42.800627,-83.209927,187,1964,162,71,1766.82797351421,721.808498207729,10.9063455155198,23.5256805774494,-0.00603693510455365,-1.08011393778737,20
"MSC0147392",1180.108,10,533.885,0,1924.192,542.181,"Oakland Co., Michigan T2N R9E Sec28","1964-07-05",42.549213,-83.389708,187,1964,205,71,1914.62961366281,732.319160050658,9.62125434001414,28.4370528136185,0.0820482360180633,-0.937399772329236,20
"WTU-V-022162",1248.004,10,727.406,0,141.276,276.016,"Canyon County, Boise River at E. end of highway Bridge","1964-08-21",43.682247,-116.686939,234,1964,165,109,1737.31608937255,1339.37410694114,10.5291884204397,23.3887658237916,0.0203981140670081,-1.09789349019135,20
"3009093",480.009,10,309.478,0,0,49.739,"Canyon Co., Idaho, Boise River at east end of old highway bridge, where river emerges from lava bluffs of Canyon Hill, Caldwell T4N R3W S15","1964-08-21",43.688357,-116.8678,234,1964,163,107,1599.94566810844,1217.39023295889,9.81561759575727,19.2078776518184,0.169789116252391,-1.13615883802274,20
"MT00110402",1234.006,10,283.452,0,172.003,107.629,"45.3772222 -73.8580556","1964-08-26",45.377222,-73.8580556,239,1964,156,124,1443.44706093232,1199.48611745855,9.25286577520717,18.9965894820079,0.00384509242701587,-0.541871014083246,20
"465766064",146,5,210.42,0,203.24,102.4,NA,NA,46.206481,-60.25238,229,1964,129,86,773.29791363705,525.865352504095,6.08895994989803,11.3566376120516,0.132373867468918,-0.751372636713989,10
"919011833",612.03,5,2962.808,657.389,0,132.544,NA,NA,42.54,-72.61,271,1964,162,154,1407.54780867241,1382.80178070563,8.68856672020009,19.2897114318417,0.0878251818568369,-0.784545502061373,20
"931058098",432,5,513.31,0,410.9,125.87,NA,NA,44.38,-64.32,232,1964,154,102,981.59742543907,703.718380173603,6.37400925609786,12.0544004068246,0.0658603879962247,-0.798672262730399,20
"1960007",622.013,5,2960.288,0,769.6,0,NA,NA,47.548034,-121.983603,231,1964,164,97,1077.43798195007,704.439581919017,6.5697437923785,6.78943104462788,0.0504650056433469,-0.0181709776459109,20
"1960010",622.001,5,3623.278,0,0,0,NA,NA,47.548034,-121.983603,231,1964,164,97,1077.43798195007,704.439581919017,6.5697437923785,6.78943104462788,0.0504650056433469,-0.0181709776459109,20
"UVMVT084368",1230.992,10,0,0,2149.229,584.044,"Vermont: South Slang Marsh","1964-07-10",44.187139,-73.296394,192,1964,155,75,1311.28535775934,614.425166734904,8.45990553393125,17.4626578589267,0.14480334800931,-0.724597526532804,20
"NYBG-00366301",1224.238,10,0,0,1598.812,727.127,"NY: Orange: Popolone Gorge","1964-08-26",41.329329,-73.99755,239,1964,178,138,1801.69679924546,1411.90603657156,10.2369136320765,22.7221558470606,-0.2099827954612,-0.794026075567608,20
"MU-V-000103171",1162.497,10,726.554,0,907.558,594.22,"Vermont, Sand Bar Bridge","1964-07-05",44.627443,-73.239845,187,1964,155,70,1412.7007752869,600.269657310836,9.11419855023805,17.7384888283408,0.0577088549991402,-0.581978938453753,20
"K31234100529880",1371.082,10,1062.704,696.904,413.674,0,"Raccoon Creek Rd. 2.1 mi E of jct & US 119, Pike, Kentucky","1965-06-24",37.51978,-82.420367,175,1965,228,82,2724.08906499708,965.921609836088,12.0003923568153,25.3041825959273,-0.680432620333888,-0.626022530939962,20
"HCHM07005",1004.002,10,903.813,0,105.622,118.962,"Michigan, Grand Traverse Co., T26, R11W Sec 3, ","1965-08-26",44.681617,-85.626393,238,1965,150,120,1172.56243933683,951.854039057016,7.81708292891218,16.9485331324734,0.235272842177373,-0.577614721468957,20
"HCHM07007",1000.002,10,0,0,952.522,783.983,"Allegan Co., Michigan, Shore of Kelly Lake","1965-08-07",42.749408,-86.197976,219,1965,176,100,1667.95983253834,1026.18577808573,9.58597604907095,16.8883492383911,-0.0431314990952368,-0.300251747680638,20
"HCHM07019",1006.008,10,3266.701,0,425.025,279.528,"Ottawa County T7N R16 W sec1, riverside","1965-08-20",43.024473,-86.152748,232,1965,176,113,1613.22050980243,1151.29337371435,9.27138224024386,14.319311161399,-0.246045194130938,-0.245301301496234,20
"ILLS00071276",880.02,10,2005.846,0,0,473.861,"Waste Ground, N. of Keller, Peoria County, Illinois","1965-07-11",40.76333,-89.869452,192,1965,200,97,2194.81079770835,1009.35490061114,10.9740539885418,25.7034858350072,-0.572777530307076,-0.61741209138931,20
"MSC0147382",1176.333,10,1226.874,0,207.327,251.373,"Livingston, Whitmore Lake shoreline, Michigan","1965-09-08",42.424843,-83.763085,251,1965,179,135,1752.34698087711,1453.41175660597,9.84464595998374,20.4334298526487,-0.165095189853572,-0.580769942946695,20
"MSC0147385",1174.436,10,1476.619,0,238.73,138.924,"Ottawa Co., Michigan T7N R16w Sec 1 Riverside","1965-08-20",43.061022,-86.202275,232,1965,176,113,1583.1622372515,1124.09392809931,9.09863354742239,14.0970904306083,-0.257910924514834,-0.239445714155509,20
"OS100496",638.078,5,1939.681,0,1812.84,905.457,"41.41750 -82.83139 Erie Co., Ohio, Rest Haven Public Hunting Area","1965-07-17",41.4175,-82.83139,198,1965,179,81,1939.89470924016,903.682416517412,10.8982848833717,19.1415710565742,-0.364542315011787,-0.418492515511009,20
"ILL00121742",879.005,10,1789.915,0,336.15,146.82,"Peoria Co., Illinois, waste ground N of Keller","1965-07-11",40.763322,-89.594472,192,1965,201,98,2196.28624219409,1011.69052049161,10.9267972248462,26.5433061478305,-0.565801100293156,-0.652374557252572,20
"ILL00121778",1163.021,10,0,0,973.293,602.241,"Winona Co., Minnesota, near Winona, along Mississippi River","1965-07-31",44.050835,-91.620101,212,1965,150,93,1569.66902769509,1016.98153670312,10.5346914610409,16.6779106182613,-0.151711834235414,0.0576804855647404,20
"MICH-V-1355544",1166.043,10,321.076,0,592.725,624.113,"Berrien Co., Michgan, stream edge next to Route 31 N of Niles","1965-07-03",41.840612,-86.313686,184,1965,177,66,1875.43522623763,707.552605854219,10.5956792442804,19.078878645383,-0.370988735051081,-0.22634289906452,20
"v0056088WIS",1172.061,10,732.839,0,0,503.783,"Winnebago County, beside RR tracks, S. Main at its juncture with US 45, Oshkosh.","1965-07-29",44.015192,-88.53362,210,1965,150,92,1536.75075291356,958.289940542223,10.3137634423729,16.3615447180429,-0.114950369241831,-0.393787056654061,20
"v0056089WIS",1182.061,10,2426.693,0,619.682,0,"Winnebago Co., beside RR tracks, S. Main at juncture with US 45, Oshkosh","1965-07-29",44.017944,-88.537187,210,1965,150,92,1537.11682133938,958.679772513727,10.3162202774455,16.3864096435364,-0.115403813256853,-0.395757962075166,20
"MT00043548",1228.007,10,0,0,761.635,625.652,"45.333907 -73.846137","1965-06-25",45.333907,-73.846167,176,1965,153,60,1386.84301779202,421.098530171871,9.06433344962103,17.3927275075787,-0.0914294753112839,-0.689110742128876,20
"MT00043549",1234.006,10,312.231,0,1182.898,420.427,"45.333907 -73.846137","1965-06-25",45.333907,-73.846167,176,1965,153,60,1386.84301779202,421.098530171871,9.06433344962103,17.3927275075787,-0.0914294753112839,-0.689110742128876,20
"MT00043550",1232.015,10,0,0,462.98,873.991,"45.331914 -73.839339","1965-06-29",45.331914,-73.8393,180,1965,153,64,1385.91698690778,473.110777060124,9.05828096018158,17.4032625031245,-0.0893501335928177,-0.69075839973951,20
"MT00043551",1232.006,10,0,0,806.794,835.735,"45.331174 -73.851702","1965-06-29",45.331174,-73.851702,180,1965,153,64,1385.88490648577,472.748217049231,9.05807128422069,17.4054734957116,-0.0913400097130662,-0.68916688223397,20
"MT00043540",1234.015,10,0,0,1191.099,671.501,"45.32 -73.87","1965-07-05",45.32,-73.87,186,1965,153,70,1381.86741278479,538.467402509803,9.03181315545614,17.4532350650589,-0.0897395010140709,-0.690243901801654,20
"MT00043541",1228.002,10,834.9,0,1041.693,720.557,"45.32 -73.87","1965-07-05",45.32,-73.87,186,1965,153,70,1381.86741278479,538.467402509803,9.03181315545614,17.4532350650589,-0.0897395010140709,-0.690243901801654,20
"MT00043542",1232,10,458.09,0,517.583,303.444," 45.328446 -73.854388 â€les de la Paix, ile du Docteur","1965-07-06",45.3284,-73.8544,187,1965,153,71,1384.83285029012,546.796109381905,9.05119509993544,17.4186589899571,-0.0906778600207853,-0.68972298960479,20
"MT00043543",1230.026,10,629.232,0,611.477,519.295,"45.32 -73.87","1965-07-12",45.32,-73.87,193,1965,153,77,1381.86741278479,613.38028243652,9.03181315545614,17.4532350650589,-0.0897395010140709,-0.690243901801654,20
"MT00043544",1232.002,10,2128.628,0,228.98,865.842,"45.348599 -73.836730","1965-07-19",45.348599,-73.83673,200,1965,153,84,1392.19141137881,700.876195369555,9.09929027044975,17.3252649422684,-0.095463390852739,-0.686462612984474,20
"MT00043545",1230.015,10,246.868,0,333.675,380.206,"45.348599 -73.836730","1965-07-19",45.348599,-73.83673,200,1965,153,84,1392.19141137881,700.876195369555,9.09929027044975,17.3252649422684,-0.095463390852739,-0.686462612984474,20
"MT00043546",1232.002,10,476.352,0,420.234,388.893,"45.332163 -73.839073","1965-08-04",45.332163,-73.839073,216,1965,153,100,1386.01222021392,861.712893772982,9.05890340009098,17.4019547852611,-0.08940345717776,-0.690707517815227,20
"MT00043547",1228.015,10,906.786,0,975.616,568.045,"45.333907 -73.846137","1965-08-05",45.333907,-73.846167,217,1965,153,101,1386.84301779202,873.341056695974,9.06433344962103,17.3927275075787,-0.0914294753112839,-0.689110742128876,20
"931095459",433.34,5,2375.62,0,0,0,NA,NA,43.78,-80.54,221,1965,149,102,1122.59703494941,733.291324553167,7.53420828825108,15.4548674154667,0.1105944142184,-0.648353945970897,20
"CONN00003869",2364.03,10,1607.685,0,1140.957,561.883,"Mass: Dukes County: Aquinnah: Martha's Vineyard","1965-08-29",41.333333,-70.8,241,1965,183,124,1699.28618230567,1300.50918755864,9.38832144920261,18.2359988069048,-0.185780506285176,-0.990776927332557,20
"CONN00032770",2356.003,10,2415.363,0,700.56,295.142,"Mass: Dukes County: Aquinnah: Martha's Vineyard","1965-08-29",41.333333,-70.8,241,1965,183,124,1699.28618230567,1300.50918755864,9.38832144920261,18.2359988069048,-0.185780506285176,-0.990776927332557,20
"NHA-726682",1604,10,2514.068,0,1473.877,481.065,"Mass: Dukes","1965-08-29",41.33859,-70.80022,241,1965,183,124,1700.36103846106,1301.1615180187,9.39425988100031,18.2346880695099,-0.185676566035647,-0.991525700125872,20
"CCSU-05450",1416.232,10,0,0,1576.39,240.133,"Conn: Berlin","1965-07-15",41.61116,-72.77603,196,1965,153,79,1538.13660878463,737.780161207495,10.0531804495727,16.2177400037444,-0.140558265983987,-0.799173184230022,20
"TENN-V-0155175",1332.188,10,750.088,0,464.033,268.388,"Kentucky: Pike County: Raccoon Creek","1965-06-24",37.515795,-82.434738,175,1965,228,82,2742.41792120454,972.570544608261,12.0811362167601,25.1322329886917,-0.685232047116701,-0.602328200134542,20
"NYBG-00365709",1224.232,10,2256.311,0,864.801,338.702,"Mass: Dukes: Gay Head: Martha's Vineyard","1965-08-29",41.385887,-70.63878,241,1965,183,123,1634.77088754154,1249.38286930873,9.03188335658307,17.5715867609186,-0.191509828921073,-0.98794931065682,20
"NYBG-00365747",1220.001,10,318.555,0,881.326,556.932,"NY: Bronx County: Bronx, New York Botanical Garden","1965-09-16",40.862489,-73.881048,259,1965,199,161,2145.6510139448,1858.12138983678,10.8366212825495,26.2406515510441,-0.33805295271138,-0.817155579207519,20
"HCHM07017",1000.002,10,0,0,97.015,89.107,"Ottawa Co., Michigan, T7N R16W S1","1965-08-20",43.066809,-86.208879,232,1965,176,113,1581.50940345608,1122.62253460324,9.08913450262113,14.091788293059,-0.258107524468997,-0.239108595978428,20
"EMC010009",1014.018,10,373.541,0,522.884,0,"C and O tracks west of Beck Road, Plymouth Township, Wayne, MI","1966-08-06",42.383623,-83.490537,218,1966,156,85,1712.77367930761,1072.53068153756,10.9793184571001,24.6142544250984,-0.2707581329053,-0.789332495437326,20
"MSC0147217",1174.083,10,379.95,0,945.706,192.483,"5mi S of Escanaba, Michigan along Highway 35","1966-08-02",45.666956,-87.16447,214,1966,138,80,1262.79716293751,784.755275029489,9.15070407925731,19.4197820564831,-0.0613255812554246,-0.525822260481597,18
"OS368336",1276.307,10,955.404,0,823.791,954.72,"41.40000 -82.80861 Erie Co., north of Castalia","1966-07-31",41.4,-82.80861,212,1966,156,79,1800.85117963911,1028.45645307402,11.5439178181994,23.1731217724796,-0.406722562214952,-0.722385560606259,20
"OS98335",1272.266,10,1408.189,0,567.546,413.209,"41.45917 -82.99306","1966-07-30",41.45917,-82.99306,211,1966,182,104,1870.36397352163,1097.09202741366,10.4489607459309,27.7896575891825,-0.253781853351161,-0.961020844137674,20
"MT00043552",1230,10,950.61,0,706.399,997.702,"45.709153 -73.464251","1966-06-29",45.709153,-73.464251,180,1966,152,48,1381.5337319846,434.243390760507,9.08903771042499,20.3960082750285,-0.273487372001762,-0.626279191963455,20
"MT00043553",1232.006,10,501.97,0,959.793,695.289,"45.703765 -73.468520","1966-07-01",45.703765,-73.46852,182,1966,152,50,1385.61063820496,460.718180293747,9.11585946187474,20.4500282776196,-0.273702911517278,-0.63267086411106,20
"MT00043554",1232.015,10,849.644,0,922.064,888.103,"45.704860 -73.458349","1966-07-04",45.70486,-73.458349,185,1966,152,53,1383.51739049507,511.096930002199,9.1020880953623,20.3882767669385,-0.275143939110649,-0.625915068239859,20
"MT00043556",1232.006,10,0,0,3592.121,997.287,"45.696583 -73.469388","1966-07-06",45.696583,-73.469388,187,1966,152,55,1392.60379694146,536.270907316146,9.16186708514116,20.5045562595586,-0.277205119828222,-0.637770701055029,20
"MT00043555",1230.002,10,0,0,772.995,1047.276,"45.697445 -73.470038","1966-07-06",45.696583,-73.469388,187,1966,152,55,1392.60379694146,536.270907316146,9.16186708514116,20.5045562595586,-0.277205119828222,-0.637770701055029,20
"MT00043565",1234,10,0,0,438.081,527.955,"45.363930 -73.921100","1966-07-07",45.34393,-73.9211,188,1966,152,56,1413.85057144543,556.907315999671,9.30164849635148,20.8750516319366,-0.242309556431112,-0.634684238621722,20
"MT00043557",1230.007,10,0,0,1639.899,1291.484,"45.694371 -73.475859","1966-07-08",45.694371,-73.475859,189,1966,152,57,1395.03356188087,564.144171931314,9.17785238079518,20.5539209323265,-0.276908850869992,-0.641901668547614,20
"MT00043558",1232.006,10,1409.534,0,505.803,412.639,"45.694371 -73.475859","1966-07-11",45.694371,-73.475859,192,1966,152,60,1395.03356188087,608.376003445151,9.17785238079518,20.5539209323265,-0.276908850869992,-0.641901668547614,20
"MT00043559",1228,10,0,0,499.52,773.38,"45.671385 -73.477308","1966-07-14",45.671385,-73.477308,195,1966,152,63,1409.6518870125,660.47163978224,9.27402557245066,20.7340259076515,-0.279468491094823,-0.655055037025338,20
"MT00043560",1232,10,1296.866,0,738.551,443.973,"45.676683 -73.459477","1966-07-16",45.676683,-73.459477,197,1966,152,65,1403.32984607886,679.393078170072,9.23243319788722,20.6190543359061,-0.281060047008579,-0.645762658266522,20
"MT00043561",1230.007,10,0,0,175.829,937.412,"45.7223 -73.4486","1966-07-20",45.7223,-73.4486,201,1966,153,70,1371.81168173587,712.196484999117,8.96608942311025,20.6385066969598,-0.277496510156571,-0.623279931128761,20
"MT00043564",1230.015,10,0,0,0,1752.205,"Ile Hervieux, see map, 45*42 -73*27","1966-07-22",45.882813,-73.265884,203,1966,134,71,1287.17948928538,703.840987932201,9.60581708421927,15.7388898063478,-0.114607227730106,-0.436919465876178,20
"MT00186706",1232,10,535.599,0,794.343,458.451,"45.7229 -73.4454","1966-07-25",45.7229,-73.4454,206,1966,153,75,1371.35653723491,771.494258630899,8.96311462245039,20.610603747856,-0.277861768690398,-0.620544098060026,20
"MT00043562",1230.002,10,994.255,0,1085.343,430.535,"45.6602 -73.4584","1966-07-25",45.6602,-73.4584,206,1966,152,74,1412.70911104158,793.606097481749,9.29413888843142,20.7392716184229,-0.280876577272352,-0.656883290006323,20
"MT00043563",1236.002,10,1026.59,0,74.668,216.749,"45.6602 -73.4584","1966-07-25",45.6602,-73.4584,206,1966,152,74,1412.70911104158,793.606097481749,9.29413888843142,20.7392716184229,-0.280876577272352,-0.656883290006323,20
"MT00063179",1234.006,10,1556.537,0,0,231.206,"45.899539 -71.348433","1966-08-17",45.899539,-71.348433,229,1966,133,96,1145.76955796094,900.050819757742,8.61480870647324,13.8175611836365,-0.195720083891675,-0.428291697242215,20
"MT00043567",1232.015,10,1917.124,0,0,0,"45.9 -71.37","1966-08-17",45.9,-71.37,229,1966,132,96,1127.17682785886,886.330520850936,8.53921839287014,13.1604578485379,-0.167404118476169,-0.455557054680489,20
"465910700",151.5,5,207.51,0,0,18.87,NA,NA,45.814874,-71.37403,229,1966,133,96,1161.17008553593,911.387008545914,8.73060214688672,14.0464107502049,-0.187104251526953,-0.415012933580721,20
"465910706",150.01,5,0,0,375.49,262.93,NA,NA,44.327013,-76.165745,194,1966,151,61,1423.18920347769,595.110903069264,9.42509406276617,21.3109099647895,-0.185169691599027,-0.817973734501923,20
"918950475",156.67,5,351,0,0,58.03,NA,NA,45.9,-71.36,229,1966,133,96,1136.09360300664,893.009963306229,8.54205716546343,13.715347260595,-0.20080828462224,-0.428037867601691,20
"919024284",615.03,5,1742.06,0,0,873.14,NA,NA,44.37,-71.61,195,1966,124,61,1014.28285632432,493.292874369168,8.17970045422842,10.3114031729484,-0.285580595699502,-0.379896305033339,20
"919029589",612.07,5,2026.37,0,765.58,731.85,NA,NA,44.61,-71.2,220,1966,128,86,1003.12996890979,704.764121544276,7.83695288210777,11.6215200891291,-0.132493494728179,-0.637054808038696,20
"931060189",432,5,914.83,0,0,94.59,NA,NA,45.83,-71.42,229,1966,133,96,1155.87579250819,907.577601353993,8.6907954323924,13.9674102567962,-0.18798100577824,-0.419193569641587,20
"CONN00003812",2361.002,10,2855.057,0,1185.706,0,"Unionville, Conn., on shores of Farmington River","1966-07-27",41.757778,-72.886667,208,1966,153,76,1600.81832775072,866.906499013807,10.4628648872596,20.5411318396015,-0.401371916072739,-0.753536183177352,20
"CONN00003832",2352.017,10,0,0,1201.814,2491.306,"Housatonic River, Oxford","1966-08-13",41.391389,-73.183333,225,1966,154,94,1646.93437001505,1123.25442738683,10.6943790260717,20.6940389950638,-0.420799570909834,-0.750122901171225,20
"UVMVT126341",1232.002,10,0,0,707.283,185.331,"Maine: Sagadahon: Kennebec River","1966-09-10",44.03395,-69.87071,253,1966,152,120,1365.49445177494,1241.32614810037,8.98351613009829,16.8591298330924,-0.403186194062399,-0.814352658759471,20
"NYBG-00365746",1220.059,10,0,0,822.32,145.584,"NY: Bronx County: Bronx, New York Botanical Garden","1966-08-06",40.862489,-73.881048,218,1966,183,99,2101.87054411321,1249.10914398636,11.4856313885968,31.2840432988953,-0.260563143098914,-1.12419345503686,20
"3009071",478.004,10,167.703,0,94.944,95.671,"New Jersey Camdeb","1966-07-29",39.925946,-75.11962,210,1966,198,106,2197.60911644196,1221.78085553303,11.1553762255937,33.7404924997146,-0.201981465803654,-1.17332494603814,20
"1144996",1170.043,10,1670.452,0,566.422,453.37,"Winona Co., Minnesota, W shore of Lake Winona, T. 107N R7W Sect 27","1967-08-27",44.042098,-91.648782,239,1967,138,107,1559.73879201251,1275.5240956066,11.3024550145834,17.0966187852825,-0.420029543058603,-0.439279961304865,20
"1189115",1170.002,10,1059.289,0,679.666,384.43,"margin of Pleasant Pond, north of Francestown, Hillsboro Co, Mew Hampshire","1967-08-15",43.023706,-71.816575,227,1967,146,94,1429.02752098596,990.941071353437,9.85536221369625,20.6481147232749,-0.603327347637081,-0.592059030245281,20
"1189127",1168.002,10,0,0,834.974,548.006,"Middlesex Co., railroad and kae shore, 4.5mi SE of junction Mass.Rts 40 and 119 on Mass Rt. 119 (SE of Groton)","1967-07-07",42.570017,-71.501153,188,1967,149,57,1609.32070653654,524.706106335792,10.8737885576793,19.905175671729,-0.565103886859337,-0.727714750718936,20
"MU-V-000195941",1164.757,10,0,0,935.489,663.264,"Erie Co., Ohio, Berlin Twp, Old Woman Creek mouth","1967-07-16",41.38272,-82.51908,197,1967,154,68,1614.4230343888,730.35205544656,10.4832664570701,21.599480856652,-0.435568284654519,-0.472265927752587,20
"MSC0229789",1162.248,10,0,0,763.405,547.009,"Erie Co., Ohio, Old Woman Creek near mouth, Berlin Twp","1967-07-16",41.38272,-82.51908,197,1967,154,68,1614.4230343888,730.35205544656,10.4832664570701,21.599480856652,-0.435568284654519,-0.472265927752587,20
"OS100144",1276.401,10,0,0,1151.442,1162.804,"41.40000 -82.80861, Erie Co., Ohio, along edge of pond at the Maples, North Central Branch of The Ohio Agricultural Research and Development Center, SE side of Snadusky Bay, NW corner of the CO., 4mi NW of Castalia","1967-07-10",41.4,-82.80861,191,1967,156,64,1659.58328238298,672.636979423627,10.6383543742499,22.9445851312837,-0.499126200467858,-0.489822279319942,20
"OS368338",1278.225,10,587.98,0,1406.113,669.08,"41.32667 -82.48806 Erie Co., bank of Old Woman Creek","1967-07-16",41.32667,-82.48806,197,1967,149,62,1591.64161906175,720.443922991806,10.682158517193,20.043920878853,-0.432912415933359,-0.2963309881183,20
"OS432092",1278.264,10,1059.361,0,1857.267,1033.583,"41.41750 -82.83139 Resthaven Wildlife Area, Ohio","1967-08-12",41.4175,-82.83139,224,1967,156,97,1661.81289321291,1113.881623551,10.6526467513648,22.9461126334438,-0.501194686502604,-0.494225082378293,20
"OS90717",1276.265,10,961.434,0,660.317,1172.105,"41.51278 -82.92472 Lakeview Park","1967-07-19",41.51278,-82.92472,200,1967,156,73,1677.1288009153,787.087467774726,10.7508256468929,23.0061462249325,-0.515194446612732,-0.48732382508773,20
"OS90744",1274.226,10,717.579,0,0,756.593,"41.40000 -82.80861 ","1967-07-10",41.4,-82.80861,191,1967,156,64,1659.58328238298,672.636979423627,10.6383543742499,22.9445851312837,-0.499126200467858,-0.489822279319942,20
